title,price,rating,availability,category,image_url,book_url
Critique of Pure Reason,20.75,One,In Stock,Books,https://books.toscrape.com/media/cache/3b/28/3b28ec3663a81d36272a08e5a49644f2.jpg,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,One,In Stock,Books,https://books.toscrape.com/media/cache/8c/bf/8cbf4667b5798cb8195f1e126ddd6a5c.jpg,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html
The Nicomachean Ethics,36.34,One,In Stock,Books,https://books.toscrape.com/media/cache/16/f4/16f4518319f7dcadc23d020279f78545.jpg,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html
Meditations,25.89,Two,In Stock,Books,https://books.toscrape.com/media/cache/90/f7/90f79652caecac36bc97bf7b769c8fc4.jpg,https://books.toscrape.com/catalogue/meditations_33/index.html
Beyond Good and Evil,43.38,One,In Stock,Books,https://books.toscrape.com/media/cache/d1/7f/d17f326e3fcaf84c37d6d51e3470bcc6.jpg,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html
Chase Me (Paris Nights #2),25.27,Five,In Stock,Books,https://books.toscrape.com/media/cache/6c/84/6c84fcf7a53b02b6e763de7272934842.jpg,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html
Black Dust,34.53,Five,In Stock,Books,https://books.toscrape.com/media/cache/a4/0a/a40af95beab828af1a4757ad1ee17da3.jpg,https://books.toscrape.com/catalogue/black-dust_976/index.html
Her Backup Boyfriend (The Sorensen Family #1),33.97,One,In Stock,Books,https://books.toscrape.com/media/cache/41/ee/41ee38c1d15f0139a3fb17b730dc4347.jpg,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html
First and First (Five Boroughs #3),15.97,Four,In Stock,Books,https://books.toscrape.com/media/cache/01/a5/01a5285b17e7ec0e7e56294a8f8af28d.jpg,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html
Fifty Shades Darker (Fifty Shades #2),21.96,One,In Stock,Books,https://books.toscrape.com/media/cache/51/86/51862681bebec59be61f36f937c71fce.jpg,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html
The Wedding Dress,24.12,One,In Stock,Books,https://books.toscrape.com/media/cache/29/3b/293bd9cd6fe1f8c82d1688aefe6cc5f7.jpg,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html
Suddenly in Love (Lake Haven #1),55.99,Two,In Stock,Books,https://books.toscrape.com/media/cache/58/bb/58bb81b052b6ad90adcd57e95da99a50.jpg,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html
Something More Than This,16.24,Four,In Stock,Books,https://books.toscrape.com/media/cache/b8/f9/b8f9e0169c3811f9ed145c3824208de6.jpg,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html
Doing It Over (Most Likely To #1),35.61,Three,In Stock,Books,https://books.toscrape.com/media/cache/4b/91/4b91460323973e9e140626d00474d74c.jpg,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html
The Wedding Pact (The O'Malleys #2),32.61,Three,In Stock,Books,https://books.toscrape.com/media/cache/21/53/21539e305aa09ec40b36daa43db3f2fe.jpg,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html
Hold Your Breath (Search and Rescue #1),28.82,One,In Stock,Books,https://books.toscrape.com/media/cache/3d/4d/3d4d8e92429144f6c807adc4b15b7f80.jpg,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
Dirty (Dive Bar #1),40.83,Four,In Stock,Books,https://books.toscrape.com/media/cache/77/54/77540d564fb77611a18b57f12a910b73.jpg,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html
Take Me Home Tonight (Rock Star Romance #3),53.98,Three,In Stock,Books,https://books.toscrape.com/media/cache/33/72/337240d247fdf020755566e4477e17ca.jpg,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html
Off the Hook (Fishing for Trouble #1),47.67,Three,In Stock,Books,https://books.toscrape.com/media/cache/bc/21/bc214639946c501cd70ff6b752439c76.jpg,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html
A Gentleman's Position (Society of Gentlemen #3),14.75,Five,In Stock,Books,https://books.toscrape.com/media/cache/82/aa/82aa7770711dfc5edc1f5f69a731d08b.jpg,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html
"Sit, Stay, Love",20.9,Three,In Stock,Books,https://books.toscrape.com/media/cache/48/2c/482c14200688df579ab2ed0fcbddcb86.jpg,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html
A Girl's Guide to Moving On (New Beginnings #2),31.3,One,In Stock,Books,https://books.toscrape.com/media/cache/17/94/17940ad8d367ea5f28db57e7fc32dac9.jpg,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html
The Perfect Play (Play by Play #1),59.99,Three,In Stock,Books,https://books.toscrape.com/media/cache/b0/be/b0be8b72b97ba3185f7d55235d0be76f.jpg,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html
Dark Lover (Black Dagger Brotherhood #1),12.87,One,In Stock,Books,https://books.toscrape.com/media/cache/d8/bd/d8bdea8d4e7db9af8e0cb1b36db448d2.jpg,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html
Changing the Game (Play by Play #2),13.38,Three,In Stock,Books,https://books.toscrape.com/media/cache/7a/6a/7a6a89af2f591d86df6f7c65649463db.jpg,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,Four,In Stock,Books,https://books.toscrape.com/media/cache/60/e9/60e9df360fec611b15a1bbb4c28aad22.jpg,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html
Will You Won't You Want Me?,13.86,Three,In Stock,Books,https://books.toscrape.com/media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
Keep Me Posted,20.46,Four,In Stock,Books,https://books.toscrape.com/media/cache/9c/84/9c845ad6a9d4ecf44d53ac0e3b8f54ae.jpg,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html
Grey (Fifty Shades #4),48.49,Four,In Stock,Books,https://books.toscrape.com/media/cache/c8/06/c806501c08d2b2cd72f2362a3da6ab80.jpg,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html
Meternity,43.58,Three,In Stock,Books,https://books.toscrape.com/media/cache/e3/33/e33394096291284ed1f80c5b13c4e1f3.jpg,https://books.toscrape.com/catalogue/meternity_478/index.html
Some Women,13.73,Five,In Stock,Books,https://books.toscrape.com/media/cache/2f/71/2f710e4c53d98e47b73e4d34702a6751.jpg,https://books.toscrape.com/catalogue/some-women_341/index.html
Shopaholic Ties the Knot (Shopaholic #3),48.39,Five,In Stock,Books,https://books.toscrape.com/media/cache/d0/f8/d0f8f438caa5e7adc1c727da4f06ca64.jpg,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html
Can You Keep a Secret?,21.94,One,In Stock,Books,https://books.toscrape.com/media/cache/e1/24/e124fe015a3ffa6857eb35c39e89cd61.jpg,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html
Twenties Girl,42.8,Two,In Stock,Books,https://books.toscrape.com/media/cache/49/ec/49ec020f1dfa44313313495b809f74f1.jpg,https://books.toscrape.com/catalogue/twenties-girl_292/index.html
The Undomestic Goddess,45.75,Four,In Stock,Books,https://books.toscrape.com/media/cache/e3/e9/e3e95f631eb64252324768ce795b50d7.jpg,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html
The Nanny Diaries (Nanny #1),52.53,Five,In Stock,Books,https://books.toscrape.com/media/cache/e3/4e/e34e69942bf1327c602ef9754d02a022.jpg,https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html
The Devil Wears Prada (The Devil Wears Prada #1),44.29,One,In Stock,Books,https://books.toscrape.com/media/cache/21/ac/21acb843702d1448519cc8bf0d5da728.jpg,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html
Something Borrowed (Darcy & Rachel #1),48.96,Five,In Stock,Books,https://books.toscrape.com/media/cache/82/ed/82ed95c8c6c3ee6171fe3b55d766a9ec.jpg,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html
Something Blue (Darcy & Rachel #2),54.62,One,In Stock,Books,https://books.toscrape.com/media/cache/29/26/2926c885f673e84d7fc46240b1f77eb2.jpg,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html
I've Got Your Number,19.69,One,In Stock,Books,https://books.toscrape.com/media/cache/3d/40/3d407a69fe55223fb4cfec577a9a8ee2.jpg,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html
The Edge of Reason (Bridget Jones #2),19.18,Four,In Stock,Books,https://books.toscrape.com/media/cache/a1/4f/a14f3bc2743e3956cb10fddaaf62a1f9.jpg,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html
Bridget Jones's Diary (Bridget Jones #1),29.82,One,In Stock,Books,https://books.toscrape.com/media/cache/67/2f/672f2e3753cfc59c5843d23c88784326.jpg,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html
Soumission,50.1,One,In Stock,Books,https://books.toscrape.com/media/cache/ee/cf/eecfe998905e455df12064dba399c075.jpg,https://books.toscrape.com/catalogue/soumission_998/index.html
Private Paris (Private #10),47.61,Five,In Stock,Books,https://books.toscrape.com/media/cache/05/87/0587ab519222a61f803fa4570c325ad2.jpg,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html
"We Love You, Charlie Freeman",50.27,Five,In Stock,Books,https://books.toscrape.com/media/cache/87/a2/87a2fddd7f6b240c0351e1eb950b6716.jpg,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html
Thirst,17.27,Five,In Stock,Books,https://books.toscrape.com/media/cache/8c/54/8c54a50576c204b80165a13545f73028.jpg,https://books.toscrape.com/catalogue/thirst_946/index.html
The Murder That Never Was (Forensic Instincts #5),54.11,Three,In Stock,Books,https://books.toscrape.com/media/cache/29/e0/29e036acd8a6e3daa787ce2bc05bdbbb.jpg,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html
Tuesday Nights in 1980,21.04,Two,In Stock,Books,https://books.toscrape.com/media/cache/a3/ad/a3ade5edecde67449329c1ebb016c049.jpg,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html
The Vacationers,42.15,Four,In Stock,Books,https://books.toscrape.com/media/cache/34/c9/34c988a76c3cd7c04566d3030d8e7331.jpg,https://books.toscrape.com/catalogue/the-vacationers_863/index.html
The Regional Office Is Under Attack!,51.36,Five,In Stock,Books,https://books.toscrape.com/media/cache/d4/73/d473f01f077b91ce04e345305a3fa217.jpg,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html
Finders Keepers (Bill Hodges Trilogy #2),53.53,Five,In Stock,Books,https://books.toscrape.com/media/cache/76/80/76804e1881b630a110794fef5aad02cf.jpg,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html
The Time Keeper,27.88,Five,In Stock,Books,https://books.toscrape.com/media/cache/37/d1/37d108ff5b19028a52ddd73dba35d543.jpg,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html
The Testament of Mary,52.67,Four,In Stock,Books,https://books.toscrape.com/media/cache/06/a6/06a62270c0700ae3c537cf394cf145ee.jpg,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html
The First Hostage (J.B. Collins #2),25.85,Three,In Stock,Books,https://books.toscrape.com/media/cache/81/3e/813e1d11126330de52d9368e78d116cc.jpg,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
Take Me with You,45.21,Three,In Stock,Books,https://books.toscrape.com/media/cache/bd/ad/bdad8933d15df7d7c6f3a16a9315048b.jpg,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
Still Life with Bread Crumbs,26.41,Three,In Stock,Books,https://books.toscrape.com/media/cache/a3/eb/a3ebe1ca5df0d3ff3e3d2b8fb8b2a551.jpg,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
Shtum,55.84,Four,In Stock,Books,https://books.toscrape.com/media/cache/63/62/63623a0b014b1f26e49aa61786e6e708.jpg,https://books.toscrape.com/catalogue/shtum_733/index.html
My Name Is Lucy Barton,41.56,One,In Stock,Books,https://books.toscrape.com/media/cache/28/db/28db43984c765a1d02fd3495f5c52eb6.jpg,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
My Mrs. Brown,24.48,Three,In Stock,Books,https://books.toscrape.com/media/cache/2d/a3/2da3464fa2010bebedfba9eca77e42be.jpg,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,One,In Stock,Books,https://books.toscrape.com/media/cache/65/7f/657f9a3b7c0579c7fa499dddddd59422.jpg,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
I Am Pilgrim (Pilgrim #1),10.6,Four,In Stock,Books,https://books.toscrape.com/media/cache/8d/a3/8da36f821f35b795a3a420c84ca9737e.jpg,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
Eligible (The Austen Project #4),27.09,Three,In Stock,Books,https://books.toscrape.com/media/cache/0a/9a/0a9a0b211bee87b544bd97a8320a0b73.jpg,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
Birdsong: A Story in Pictures,54.64,Three,In Stock,Books,https://books.toscrape.com/media/cache/af/2f/af2fe2419ea136f2cd567aa92082c3ae.jpg,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html
The Bear and the Piano,36.89,One,In Stock,Books,https://books.toscrape.com/media/cache/d0/87/d0876dcd1a6530a4cb54903aad7a3e28.jpg,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html
The Secret of Dreadwillow Carse,56.13,One,In Stock,Books,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.08,Four,In Stock,Books,https://books.toscrape.com/media/cache/49/0e/490e049133ee9f398e6a70f25c12e308.jpg,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
Little Red,13.47,Three,In Stock,Books,https://books.toscrape.com/media/cache/63/6b/636b836f5c3d67b9cda1948f5ca08694.jpg,https://books.toscrape.com/catalogue/little-red_817/index.html
Walt Disney's Alice in Wonderland,12.96,Five,In Stock,Books,https://books.toscrape.com/media/cache/0f/65/0f65a1f2a3705c67b3d2a787ab3e8b99.jpg,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html
Twenty Yawns,22.08,Two,In Stock,Books,https://books.toscrape.com/media/cache/40/d7/40d7f9433c2f23370659c925a45fdcad.jpg,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
Rain Fish,23.57,Three,In Stock,Books,https://books.toscrape.com/media/cache/ea/1f/ea1f22fa3179f3f84fbadd24fe89a1fd.jpg,https://books.toscrape.com/catalogue/rain-fish_728/index.html
Once Was a Time,18.28,Two,In Stock,Books,https://books.toscrape.com/media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
Luis Paints the World,53.95,Three,In Stock,Books,https://books.toscrape.com/media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
Nap-a-Roo,25.08,One,In Stock,Books,https://books.toscrape.com/media/cache/b9/43/b9437eda691f483d2174a1b94c8c9d06.jpg,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html
The Whale,35.96,Four,In Stock,Books,https://books.toscrape.com/media/cache/6c/df/6cdf7a3ee6cfd5ecbcfd37bd7a5c42e3.jpg,https://books.toscrape.com/catalogue/the-whale_501/index.html
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,Three,In Stock,Books,https://books.toscrape.com/media/cache/7b/b9/7bb9386b43f2aeaa6eaf042df1b4e96f.jpg,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
Raymie Nightingale,34.41,Two,In Stock,Books,https://books.toscrape.com/media/cache/95/6b/956b5a8927463f4ea0774e2469e27ce5.jpg,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
Playing from the Heart,32.38,One,In Stock,Books,https://books.toscrape.com/media/cache/b6/ba/b6ba2393c312701f1471db91eb73284d.jpg,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,One,In Stock,Books,https://books.toscrape.com/media/cache/89/9a/899a07816ced14262169345493bbbe51.jpg,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
The Wild Robot,56.07,Three,In Stock,Books,https://books.toscrape.com/media/cache/42/48/424876ee529de5b557ebd69286c87343.jpg,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html
The Thing About Jellyfish,48.77,One,In Stock,Books,https://books.toscrape.com/media/cache/ef/d3/efd3fd5390be3a440e28b03b5bb0fd95.jpg,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html
The Lonely Ones,43.59,Five,In Stock,Books,https://books.toscrape.com/media/cache/ff/f6/fff64acb3c65cbea2ac9209c2a57af17.jpg,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html
The Day the Crayons Came Home (Crayons),26.33,Five,In Stock,Books,https://books.toscrape.com/media/cache/34/b2/34b2631bafd148bcd8dcd850a4b75971.jpg,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,Two,In Stock,Books,https://books.toscrape.com/media/cache/a7/9c/a79cac7aec3816fb754c1aedd2e82986.jpg,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html
You Are What You Love: The Spiritual Power of Habit,21.87,Four,In Stock,Books,https://books.toscrape.com/media/cache/52/9b/529bf0d806ae2ab02bf23da4326b24c3.jpg,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html
God: The Most Unpleasant Character in All Fiction,30.03,Five,In Stock,Books,https://books.toscrape.com/media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
The Book of Mormon,24.57,Three,In Stock,Books,https://books.toscrape.com/media/cache/d7/c8/d7c885771d5e843cc2db6b0e5183c0c5.jpg,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,One,In Stock,Books,https://books.toscrape.com/media/cache/fd/99/fd996fdccb07aa8759f1388a0dea343a.jpg,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html
The Bhagavad Gita,57.49,Three,In Stock,Books,https://books.toscrape.com/media/cache/13/27/13270087ac5cba3e999166a64991187a.jpg,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,Four,In Stock,Books,https://books.toscrape.com/media/cache/e9/8a/e98a7adb82052fb13418a43291b8f0d4.jpg,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,Five,In Stock,Books,https://books.toscrape.com/media/cache/7b/d9/7bd93db091d736d0c6ff9d578e3ba3d7.jpg,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,Three,In Stock,Books,https://books.toscrape.com/media/cache/7c/10/7c10101fe1759c5a17ba57e4bef9e764.jpg,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html
Reasons to Stay Alive,26.41,Two,In Stock,Books,https://books.toscrape.com/media/cache/f5/3c/f53c7d21723c860cfbca2b539bc55b8f.jpg,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,Five,In Stock,Books,https://books.toscrape.com/media/cache/71/45/71451e3bba61a8d888a4a2c6526a4bcf.jpg,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,Four,In Stock,Books,https://books.toscrape.com/media/cache/88/a4/88a4b5f7236b8a36ba972be5ebe4f252.jpg,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,Three,In Stock,Books,https://books.toscrape.com/media/cache/f4/21/f4210912ca58ef35f8ad120fe3dfed38.jpg,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,Three,In Stock,Books,https://books.toscrape.com/media/cache/26/65/2665876e19a6c92130f02cfda3bd3846.jpg,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html
The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,One,In Stock,Books,https://books.toscrape.com/media/cache/73/cb/73cb1236d96f455d712516fffeae2304.jpg,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html
The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,One,In Stock,Books,https://books.toscrape.com/media/cache/b1/0f/b10faf0dee8994865437ffc79682dc2f.jpg,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,Four,In Stock,Books,https://books.toscrape.com/media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,Two,In Stock,Books,https://books.toscrape.com/media/cache/2c/d2/2cd2b814b8a8cd3a49895cbd13a8b1f4.jpg,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
In the Country We Love: My Family Divided,22.0,Four,In Stock,Books,https://books.toscrape.com/media/cache/11/08/1108a8d9ebccd9cd474012121c32a7f5.jpg,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,Two,In Stock,Books,https://books.toscrape.com/media/cache/15/97/15972684c6f44f1be5e751d2e067cc16.jpg,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,Five,In Stock,Books,https://books.toscrape.com/media/cache/c5/f2/c5f2361aab546bc7f851cf93aec94ca3.jpg,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
Algorithms to Live By: The Computer Science of Human Decisions,30.81,One,In Stock,Books,https://books.toscrape.com/media/cache/28/ea/28ea530a8b7955e422df64beaed7871a.jpg,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html
The Power of Now: A Guide to Spiritual Enlightenment,43.54,Two,In Stock,Books,https://books.toscrape.com/media/cache/13/2a/132a17f55f0048a2f2df748c9f5ce4e4.jpg,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html
The Omnivore's Dilemma: A Natural History of Four Meals,38.21,Two,In Stock,Books,https://books.toscrape.com/media/cache/3d/9d/3d9d46815a4be5e5e6f5e641d8268961.jpg,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html
The Genius of Birds,17.24,One,In Stock,Books,https://books.toscrape.com/media/cache/2e/52/2e52982210cbc8dffe414cab72b52e38.jpg,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,Five,In Stock,Books,https://books.toscrape.com/media/cache/3b/41/3b414b6d0340a0cbbd05be0942ddaada.jpg,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html
So You've Been Publicly Shamed,12.23,Two,In Stock,Books,https://books.toscrape.com/media/cache/9d/15/9d150a1d5832bb9e3b82bbc1541912d6.jpg,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html
Rip it Up and Start Again,35.02,Five,In Stock,Books,https://books.toscrape.com/media/cache/81/7f/817f5089c0e6e62738dce2931e7323d3.jpg,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,Three,In Stock,Books,https://books.toscrape.com/media/cache/ad/96/ad96e9c9f1664cbcb0e9627b007fb6f9.jpg,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
How Music Works,37.32,Two,In Stock,Books,https://books.toscrape.com/media/cache/1d/40/1d4087ff0a63f09fae9cd8433d21c2c4.jpg,https://books.toscrape.com/catalogue/how-music-works_979/index.html
Love Is a Mix Tape (Music #1),18.03,One,In Stock,Books,https://books.toscrape.com/media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
Please Kill Me: The Uncensored Oral History of Punk,31.19,Four,In Stock,Books,https://books.toscrape.com/media/cache/8e/bb/8ebbba84c204b011527a8f4bd082b03f.jpg,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,Five,In Stock,Books,https://books.toscrape.com/media/cache/d4/8e/d48ee3fe30d6d9b9cc550b76dae5984a.jpg,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
"Chronicles, Vol. 1",52.6,Two,In Stock,Books,https://books.toscrape.com/media/cache/df/bd/dfbd53a5c4bcb1bf676bf2a86335adbb.jpg,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
This Is Your Brain on Music: The Science of a Human Obsession,38.4,One,In Stock,Books,https://books.toscrape.com/media/cache/d8/d3/d8d3a16113069ccde25da34483a583fb.jpg,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
